Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,3+,Graduate,No,1119,1731,108,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,5205,0,212,360,1.0,Urban,1
Male,Yes,0,Graduate,No,9554,1951,317,360,0.0,Rural,0
Male,Yes,0,Not Graduate,No,2374,0,216,360,0.0,Rural,0
Male,No,3+,Not Graduate,No,5441,1630,233,360,0.0,Rural,0
Male,Yes,2,Not Graduate,No,1499,3184,233,360,1.0,Semiurban,1
Female,Yes,0,Graduate,Yes,1843,0,186,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,3902,0,67,360,0.0,Urban,0
Female,No,0,Graduate,No,5213,4028,372,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6533,800,396,360,1.0,Urban,1
Female,Yes,0,Not Graduate,No,8944,1710,116,360,1.0,Rural,1
Male,No,0,Graduate,No,2843,3229,107,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,6874,0,193,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,2345,2177,186,360,1.0,Rural,1
Male,Yes,2,Graduate,Yes,5605,2504,118,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3446,1078,63,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4072,0,161,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4009,1645,186,360,0.0,Rural,0
Male,Yes,0,Graduate,No,1000,0,207,180,1.0,Rural,0
Male,Yes,0,Graduate,No,1357,0,165,360,1.0,Rural,1
Male,No,0,Graduate,No,3202,1143,114,180,1.0,Semiurban,1
Male,No,0,Graduate,No,1000,0,243,360,1.0,Semiurban,0
Male,No,0,Graduate,No,5333,0,139,360,1.0,Urban,1
Male,No,0,Graduate,No,5486,942,101,180,1.0,Urban,1
Female,Yes,0,Not Graduate,No,3748,1923,120,360,1.0,Urban,1
Male,No,2,Not Graduate,No,1359,2668,47,300,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,7832,3141,120,360,1.0,Semiurban,1
Male,No,0,Not Graduate,Yes,12407,4616,202,360,0.0,Urban,0
Female,No,0,Graduate,No,3304,0,164,360,1.0,Rural,0
Male,No,0,Not Graduate,No,4261,0,334,360,1.0,Rural,0
Male,No,3+,Graduate,Yes,3433,0,114,360,1.0,Urban,0
Male,Yes,0,Graduate,No,4321,2372,179,360,1.0,Urban,1
Male,Yes,0,Graduate,No,2741,0,216,360,1.0,Rural,0
Male,Yes,0,Graduate,No,2909,0,547,360,1.0,Rural,0
Female,Yes,0,Graduate,No,5619,830,146,360,1.0,Rural,1
Female,Yes,0,Not Graduate,Yes,15397,7487,71,360,1.0,Rural,1
Male,Yes,2,Graduate,No,1118,3021,223,360,1.0,Rural,1
Male,No,0,Graduate,Yes,2772,658,411,360,1.0,Semiurban,0
Female,Yes,1,Graduate,No,1304,0,110,360,1.0,Urban,1
Male,No,0,Graduate,No,9085,2950,222,360,0.0,Rural,0
Male,No,0,Graduate,No,1975,3662,280,360,1.0,Urban,1
Male,No,3+,Graduate,No,1085,842,247,360,0.0,Rural,0
Male,No,0,Graduate,No,4659,0,144,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,10107,562,88,360,0.0,Rural,0
Male,No,0,Not Graduate,No,4743,1713,127,360,1.0,Urban,1
Female,No,0,Graduate,No,3440,0,176,360,0.0,Semiurban,0
Female,Yes,3+,Graduate,No,3969,1298,231,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,8025,0,164,360,1.0,Rural,1
Male,No,2,Graduate,Yes,1616,1973,106,360,1.0,Urban,1
Female,Yes,0,Graduate,No,2756,1257,187,360,1.0,Rural,1
Female,Yes,2,Graduate,No,2171,0,224,360,0.0,Rural,0
Male,No,0,Graduate,No,1316,0,168,360,1.0,Rural,0
Female,Yes,0,Not Graduate,No,2368,0,81,360,1.0,Rural,1
Female,Yes,2,Graduate,No,6473,0,120,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,4432,0,237,360,1.0,Urban,0
Male,Yes,3+,Graduate,No,4679,0,58,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,3302,886,38,180,1.0,Rural,1
Male,Yes,2,Not Graduate,No,4299,0,331,240,1.0,Rural,0
Male,Yes,0,Graduate,No,1702,3348,182,120,1.0,Urban,1
Female,No,0,Graduate,Yes,2400,1588,193,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3409,2123,70,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,3620,2130,209,360,1.0,Urban,1
Male,Yes,0,Not Graduate,Yes,3729,0,158,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2705,0,51,360,1.0,Urban,1
Female,No,0,Not Graduate,No,2288,1363,315,360,0.0,Urban,0
Male,No,1,Graduate,No,27185,2680,147,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5623,2868,105,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,3980,1662,107,300,1.0,Urban,1
Male,Yes,0,Graduate,No,2531,2602,40,180,0.0,Semiurban,0
Male,Yes,2,Not Graduate,No,2173,2095,191,360,1.0,Urban,1
Male,No,1,Graduate,No,2720,772,157,360,1.0,Urban,0
Male,Yes,1,Graduate,No,3659,0,119,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,1000,0,289,360,1.0,Urban,0
Male,Yes,0,Not Graduate,No,1000,1370,58,360,0.0,Urban,0
Male,No,0,Graduate,Yes,1908,826,93,360,1.0,Rural,1
Female,No,0,Graduate,No,3446,3554,80,240,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2521,0,113,300,1.0,Urban,1
Male,No,0,Graduate,No,8389,3251,139,360,0.0,Urban,0
Male,Yes,0,Not Graduate,Yes,1056,0,173,360,1.0,Urban,0
Male,Yes,3+,Not Graduate,No,1761,1470,109,360,1.0,Rural,0
Male,No,3+,Graduate,No,8639,0,79,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3267,0,369,360,1.0,Urban,0
Female,No,0,Graduate,No,5538,0,570,360,0.0,Semiurban,0
Male,Yes,0,Not Graduate,Yes,12529,0,146,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1834,1726,85,360,1.0,Urban,1
Male,No,3+,Graduate,No,2780,0,325,300,1.0,Semiurban,0
Female,Yes,0,Graduate,No,2463,0,56,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,1000,1093,109,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,2398,1201,88,360,0.0,Semiurban,0
Male,No,3+,Graduate,No,5523,0,66,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,4352,0,113,300,0.0,Semiurban,0
Male,Yes,2,Not Graduate,Yes,4597,2517,79,360,0.0,Semiurban,0
Female,No,0,Not Graduate,No,2291,5642,135,240,1.0,Semiurban,1
Male,Yes,1,Graduate,No,1883,0,136,480,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,7247,2355,92,300,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2104,0,107,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,Yes,3662,0,116,360,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,3342,1433,218,360,1.0,Semiurban,0
Male,Yes,2,Graduate,No,8293,2841,122,300,1.0,Semiurban,1
Male,No,1,Graduate,No,5883,0,220,360,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1203,2322,190,300,1.0,Rural,0
Male,No,0,Not Graduate,No,1298,0,189,360,0.0,Rural,0
Male,Yes,0,Graduate,No,4470,0,308,180,1.0,Urban,1
Male,Yes,0,Graduate,Yes,2849,0,68,360,0.0,Rural,0
Male,Yes,1,Graduate,No,2167,0,101,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6068,551,386,360,1.0,Rural,1
Male,No,0,Graduate,No,3398,1410,115,360,1.0,Rural,1
Female,Yes,1,Graduate,No,3092,0,24,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,5145,2131,118,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2292,881,145,360,1.0,Rural,1
Male,No,0,Graduate,Yes,8937,420,27,240,1.0,Urban,1
Male,No,0,Graduate,No,1717,1451,298,360,0.0,Urban,0
Male,Yes,0,Graduate,Yes,4721,0,87,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,8132,1063,163,360,1.0,Rural,1
Male,Yes,1,Graduate,Yes,1136,1970,117,360,1.0,Rural,1
Male,Yes,1,Graduate,Yes,2344,2449,61,360,0.0,Urban,0
Male,Yes,1,Graduate,No,6631,2703,70,360,1.0,Rural,1
Male,Yes,0,Graduate,No,6701,0,76,360,0.0,Urban,0
Male,Yes,2,Graduate,No,2643,821,257,360,0.0,Rural,0
Male,Yes,0,Graduate,No,1782,0,122,480,1.0,Semiurban,1
Male,No,0,Graduate,No,5820,0,98,240,1.0,Urban,1
Male,Yes,2,Graduate,Yes,6825,0,76,240,0.0,Urban,0
Male,Yes,0,Graduate,No,1319,2399,275,360,1.0,Urban,1
Female,Yes,0,Not Graduate,No,1283,0,323,360,1.0,Urban,0
Male,No,2,Not Graduate,No,3490,1485,273,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4631,0,180,360,0.0,Urban,0
Male,Yes,1,Graduate,No,2417,2866,159,180,0.0,Rural,0
Male,No,0,Graduate,No,4795,0,64,360,0.0,Semiurban,0
Male,No,1,Graduate,Yes,1813,3010,115,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1000,2048,89,360,1.0,Urban,1
Female,No,0,Not Graduate,No,2215,1759,44,360,1.0,Rural,1
Female,No,1,Not Graduate,No,3115,0,253,240,1.0,Semiurban,0
Male,No,0,Graduate,No,2457,801,88,360,0.0,Rural,0
Male,Yes,0,Graduate,Yes,1324,1225,275,360,1.0,Rural,0
Male,No,0,Not Graduate,No,1000,1483,227,360,1.0,Urban,0
Male,Yes,0,Not Graduate,No,2080,0,187,360,1.0,Urban,0
Female,Yes,0,Graduate,No,5587,1606,193,360,0.0,Rural,0
Male,Yes,0,Graduate,Yes,7182,0,92,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,6845,2541,409,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1683,1342,137,300,1.0,Semiurban,1
Male,No,0,Graduate,No,1329,0,160,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,4220,1295,90,480,0.0,Urban,0
Male,Yes,0,Graduate,No,4649,1976,76,360,0.0,Urban,0
Male,Yes,3+,Graduate,No,3944,4555,178,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1000,0,153,360,0.0,Urban,0
Female,No,3+,Graduate,No,1624,2471,83,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2919,1345,56,360,0.0,Rural,0
Male,Yes,2,Not Graduate,No,4192,0,62,360,1.0,Rural,1
Male,Yes,0,Graduate,No,5100,0,275,360,1.0,Rural,1
Male,Yes,2,Graduate,No,3297,1554,92,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,3757,0,109,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3163,2819,320,300,1.0,Rural,0
Male,No,0,Graduate,No,4817,0,68,360,1.0,Rural,1
Male,Yes,0,Graduate,Yes,3710,0,86,360,1.0,Rural,1
Male,No,3+,Graduate,No,3121,1607,84,300,1.0,Semiurban,1
Male,No,0,Graduate,No,2470,2496,354,480,1.0,Urban,1
Female,No,0,Not Graduate,No,3155,1020,444,480,1.0,Urban,0
Male,Yes,2,Graduate,No,4184,1089,210,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3594,1876,214,360,1.0,Rural,1
Female,Yes,3+,Not Graduate,No,3891,0,94,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,7630,604,431,360,1.0,Rural,0
Female,No,1,Graduate,No,3588,0,157,360,0.0,Semiurban,0
Female,Yes,2,Graduate,No,1892,2874,224,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5533,0,126,360,1.0,Urban,1
Male,No,0,Graduate,No,1145,0,114,360,1.0,Urban,0
Male,No,0,Graduate,No,1398,1200,364,240,1.0,Semiurban,0
Male,No,0,Graduate,No,3770,0,185,360,1.0,Semiurban,1
Male,No,2,Graduate,Yes,4279,0,320,120,0.0,Urban,0
Male,Yes,3+,Graduate,No,1246,1727,156,360,1.0,Rural,0
Male,Yes,0,Graduate,No,2280,1484,80,360,0.0,Semiurban,0
Female,No,0,Graduate,No,1950,777,94,240,1.0,Rural,0
Female,Yes,3+,Graduate,No,2120,1302,142,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5770,0,92,180,0.0,Semiurban,0
Male,No,0,Not Graduate,No,4888,3778,69,360,0.0,Urban,0
Male,Yes,0,Graduate,No,2941,0,276,360,0.0,Rural,0
Male,No,3+,Graduate,Yes,2034,4029,96,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,1158,1135,145,180,1.0,Semiurban,1
Male,No,2,Graduate,No,8055,1190,160,360,1.0,Rural,1
Male,Yes,2,Graduate,No,4511,1643,94,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,1817,0,320,360,1.0,Urban,0
Male,Yes,0,Not Graduate,No,4933,1637,68,360,1.0,Rural,1
Male,Yes,2,Graduate,No,2837,815,157,180,1.0,Semiurban,1
Female,No,0,Graduate,No,2438,0,155,360,1.0,Urban,0
Male,No,2,Graduate,No,4042,0,129,360,0.0,Semiurban,0
Male,Yes,3+,Graduate,No,1773,2735,61,360,1.0,Urban,1
Male,Yes,1,Graduate,No,2343,1603,226,360,1.0,Urban,1
Female,Yes,2,Graduate,No,3245,0,209,360,1.0,Semiurban,1
Female,Yes,2,Not Graduate,No,2101,462,89,300,1.0,Rural,0
Male,No,2,Graduate,No,4761,0,205,300,1.0,Semiurban,1
Male,No,0,Graduate,No,11029,0,168,300,0.0,Semiurban,0
Male,No,0,Graduate,No,1758,1096,62,180,1.0,Rural,0
Male,No,0,Graduate,Yes,1000,0,80,360,0.0,Urban,0
Female,Yes,1,Graduate,No,1000,590,265,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2682,0,161,360,1.0,Rural,0
Male,No,2,Graduate,No,1873,0,95,360,1.0,Urban,0
Male,No,0,Graduate,No,3447,0,80,360,1.0,Semiurban,1
Male,No,1,Graduate,No,3270,2597,98,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1000,4479,102,360,1.0,Rural,1
Male,No,2,Not Graduate,No,1000,1648,80,360,1.0,Urban,0
Male,Yes,0,Graduate,No,3667,0,47,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3277,2005,266,300,0.0,Urban,0
Male,Yes,0,Not Graduate,No,2212,3906,240,120,1.0,Semiurban,1
Male,No,2,Graduate,Yes,1000,1632,62,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4146,1019,145,360,1.0,Semiurban,1
Male,No,0,Graduate,No,7261,717,78,360,1.0,Rural,1
Male,No,3+,Not Graduate,No,3621,0,114,360,1.0,Semiurban,0
Male,Yes,1,Graduate,No,1647,3037,109,360,1.0,Rural,1
Male,No,3+,Graduate,No,3075,1491,103,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,1145,1255,446,360,1.0,Urban,0
Male,Yes,0,Graduate,Yes,6251,0,103,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,3156,0,82,360,1.0,Urban,1
Male,No,0,Graduate,No,1000,1566,84,360,1.0,Semiurban,1
Male,No,1,Graduate,Yes,2415,0,251,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4122,0,49,360,1.0,Urban,1
Male,Yes,0,Graduate,No,2361,4549,84,360,1.0,Semiurban,1
Male,No,0,Graduate,No,2457,688,319,360,1.0,Urban,0
Male,Yes,0,Not Graduate,No,1265,2200,155,360,1.0,Urban,1
Male,No,0,Graduate,No,4431,1134,150,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1893,0,482,360,0.0,Rural,0
Male,Yes,3+,Graduate,No,1000,2176,155,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2298,0,87,360,0.0,Semiurban,0
Male,No,1,Not Graduate,No,5924,2076,113,360,1.0,Rural,1
Male,No,2,Not Graduate,No,2273,2707,67,360,1.0,Rural,1
Male,Yes,0,Not Graduate,Yes,10062,0,285,240,1.0,Urban,1
Male,No,0,Graduate,No,4024,0,189,300,1.0,Rural,0
Male,Yes,1,Graduate,No,3778,1239,263,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,2724,0,278,360,0.0,Rural,0
Male,No,1,Graduate,No,2841,0,104,360,1.0,Semiurban,1
Female,No,2,Graduate,No,2478,5867,76,480,1.0,Urban,1
Female,Yes,3+,Not Graduate,No,2412,1124,130,360,1.0,Semiurban,1
Male,No,1,Graduate,No,4322,0,79,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,1548,2190,148,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,1403,1692,264,360,1.0,Rural,0
Male,Yes,0,Not Graduate,No,1357,0,121,360,1.0,Rural,0
Male,No,2,Graduate,No,12480,4210,146,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,4320,0,126,120,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,3689,1315,217,300,0.0,Semiurban,0
Female,Yes,2,Graduate,Yes,1421,1401,89,360,1.0,Semiurban,1
Male,No,1,Graduate,No,4611,1337,35,360,1.0,Rural,1
Male,No,0,Graduate,No,2747,3055,178,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3463,0,242,360,1.0,Urban,0
Female,Yes,2,Not Graduate,No,1504,0,175,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,3334,1756,91,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,2215,718,67,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1744,0,180,300,1.0,Semiurban,0
Male,No,2,Graduate,No,4983,1012,146,360,0.0,Urban,0
Female,Yes,2,Graduate,No,1015,0,124,480,1.0,Urban,0
Male,No,0,Graduate,No,4426,0,400,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4813,1520,76,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1610,0,389,360,1.0,Urban,1
Female,Yes,1,Not Graduate,No,1678,2328,136,360,0.0,Rural,0
Female,Yes,0,Graduate,Yes,2550,0,44,360,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,3631,0,120,360,1.0,Rural,1
Male,Yes,0,Graduate,No,2678,4390,238,360,1.0,Urban,1
Female,Yes,0,Not Graduate,Yes,4037,964,107,180,1.0,Urban,1
Male,No,0,Graduate,Yes,10240,2187,55,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2089,1984,121,360,1.0,Urban,1
Female,Yes,0,Graduate,Yes,1000,0,80,360,1.0,Rural,0
Male,No,2,Graduate,No,5314,4128,180,360,1.0,Urban,1
Male,Yes,1,Graduate,No,9684,1583,213,360,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,3924,1417,71,360,0.0,Rural,0
Female,No,3+,Not Graduate,No,1392,0,87,360,0.0,Semiurban,0
Female,Yes,1,Not Graduate,No,2733,0,211,360,0.0,Urban,0
Female,Yes,3+,Graduate,No,1362,1568,80,300,1.0,Urban,1
Male,Yes,0,Graduate,No,4675,1668,70,360,1.0,Semiurban,1
Female,No,0,Graduate,No,1157,1040,66,480,1.0,Urban,1
Female,Yes,0,Not Graduate,Yes,2416,3409,165,360,1.0,Semiurban,1
Male,No,1,Graduate,No,1475,0,161,360,1.0,Rural,0
Female,Yes,0,Graduate,No,3257,1666,89,240,1.0,Rural,1
Male,Yes,0,Graduate,No,2306,2155,134,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3373,4072,335,360,1.0,Urban,1
Male,No,0,Graduate,No,3027,0,74,180,1.0,Urban,1
Male,Yes,1,Graduate,No,1494,0,41,300,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4623,0,176,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2880,1947,125,360,1.0,Rural,1
Male,Yes,1,Graduate,Yes,1492,0,87,240,0.0,Rural,0
Male,No,3+,Graduate,No,14309,0,198,360,1.0,Urban,1
Male,Yes,1,Graduate,No,4160,1927,222,120,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,2677,0,35,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,8027,0,90,360,1.0,Urban,1
Female,No,1,Graduate,No,10821,0,539,360,1.0,Urban,1
Male,Yes,0,Graduate,No,2692,0,190,360,1.0,Urban,1
Male,Yes,1,Graduate,No,3801,902,201,360,0.0,Semiurban,0
Female,No,1,Not Graduate,No,1492,2456,271,360,1.0,Semiurban,0
Male,No,1,Graduate,Yes,2689,981,135,360,1.0,Urban,0
Male,Yes,0,Graduate,No,2593,1147,216,300,1.0,Rural,1
Male,Yes,0,Graduate,No,3392,1004,206,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3762,1663,185,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4411,0,110,300,1.0,Urban,1
Female,Yes,0,Not Graduate,No,3520,0,148,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,1277,1385,94,360,1.0,Rural,1
Female,Yes,0,Not Graduate,Yes,1545,0,135,360,1.0,Semiurban,0
Female,Yes,0,Graduate,No,2033,0,66,360,1.0,Rural,1
Female,No,0,Graduate,No,2446,1132,83,360,0.0,Semiurban,0
Male,No,1,Graduate,No,6220,1940,113,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1320,0,76,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2321,0,99,360,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,5808,0,121,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,2416,1745,170,360,1.0,Rural,0
Female,Yes,3+,Not Graduate,No,4114,0,237,240,0.0,Urban,0
Female,Yes,3+,Graduate,No,2703,6400,101,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,3567,3081,299,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2540,1714,235,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,4754,0,181,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1010,0,147,300,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2311,1022,162,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3668,1297,273,300,1.0,Semiurban,1
Male,Yes,3+,Graduate,Yes,4331,0,279,360,1.0,Rural,0
Male,No,0,Graduate,Yes,8476,2675,299,180,1.0,Rural,1
Male,No,0,Graduate,No,2267,0,137,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,8397,0,187,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1879,2839,300,360,0.0,Rural,0
Male,Yes,0,Graduate,No,7555,0,92,360,1.0,Urban,1
Female,Yes,3+,Graduate,No,5282,1808,110,360,1.0,Urban,1
Male,No,0,Graduate,No,1572,1294,135,360,0.0,Urban,0
Male,No,1,Graduate,No,3695,2126,230,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2875,3473,232,360,1.0,Rural,1
Male,Yes,0,Graduate,No,4618,1185,116,360,1.0,Rural,1
Female,No,0,Graduate,No,2549,0,54,360,1.0,Rural,1
Female,No,0,Graduate,No,2404,2757,155,360,1.0,Urban,1
Male,No,0,Graduate,No,7772,2196,77,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,2781,0,54,360,0.0,Urban,0
Female,Yes,0,Graduate,No,5316,0,62,480,0.0,Urban,0
Female,No,0,Graduate,No,2545,0,163,360,1.0,Semiurban,0
Male,No,0,Graduate,Yes,9572,1170,303,360,0.0,Urban,0
Male,Yes,2,Graduate,No,1854,1488,137,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1939,1540,152,360,0.0,Semiurban,0
Female,Yes,1,Graduate,No,8665,1223,273,480,1.0,Rural,1
Male,Yes,0,Graduate,No,2183,1147,53,360,0.0,Urban,0
Female,Yes,0,Graduate,No,9143,1576,183,360,1.0,Rural,1
Male,No,0,Not Graduate,Yes,5565,1999,133,360,1.0,Rural,1
Male,Yes,2,Graduate,No,2675,1495,188,360,1.0,Rural,1
Male,No,0,Graduate,No,1000,3623,100,360,0.0,Rural,0
Male,Yes,0,Graduate,No,2940,2452,82,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3200,696,146,480,1.0,Semiurban,1
Male,No,2,Not Graduate,No,6748,2475,361,360,1.0,Rural,0
Male,Yes,0,Graduate,Yes,9062,2600,225,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1845,1392,99,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,5223,737,60,360,1.0,Rural,1
Male,Yes,0,Graduate,No,5093,1816,48,360,1.0,Semiurban,1
Female,No,1,Graduate,No,6319,1799,295,360,1.0,Urban,1
Female,No,1,Not Graduate,No,4226,922,75,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,1000,0,110,360,0.0,Urban,0
Female,Yes,0,Graduate,Yes,2673,0,296,240,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1327,1572,50,360,1.0,Urban,1
Male,No,0,Graduate,No,2586,1407,328,300,1.0,Semiurban,0
Male,Yes,0,Graduate,No,5919,1719,115,360,1.0,Rural,1
Male,Yes,2,Not Graduate,No,3690,0,67,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,6658,0,115,360,1.0,Urban,1
Female,Yes,3+,Graduate,No,3786,0,87,360,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1201,0,174,360,1.0,Urban,0
Male,No,1,Graduate,No,1000,663,91,360,1.0,Semiurban,0
Male,Yes,1,Graduate,No,3308,0,42,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2566,951,117,180,1.0,Rural,1
Male,No,1,Not Graduate,No,1504,2122,59,360,0.0,Urban,0
Male,No,0,Not Graduate,No,1000,2189,151,360,1.0,Semiurban,0
Female,Yes,0,Graduate,No,1782,668,65,360,1.0,Rural,1
Male,Yes,2,Graduate,No,2601,2850,100,480,1.0,Rural,1
Male,Yes,0,Graduate,No,4751,0,149,360,1.0,Urban,1
Female,Yes,0,Not Graduate,No,3401,4607,118,360,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,9187,1755,156,360,1.0,Urban,1
Female,Yes,0,Graduate,No,1443,0,201,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,5523,0,67,360,1.0,Urban,1
Male,No,3+,Graduate,No,3081,0,129,360,1.0,Rural,0
Male,Yes,1,Graduate,No,4847,0,18,360,1.0,Urban,1
Male,No,0,Graduate,No,2196,1706,155,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6311,4758,112,180,1.0,Semiurban,1
Male,No,0,Graduate,No,3665,0,74,360,1.0,Rural,1
Male,No,2,Not Graduate,No,1852,1874,162,360,0.0,Semiurban,0
Male,No,0,Graduate,No,2955,4238,271,360,1.0,Urban,1
Male,No,0,Graduate,No,2520,0,100,360,1.0,Urban,1
Male,No,0,Graduate,No,4198,689,76,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1305,2448,148,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,2920,899,60,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3931,4205,90,480,1.0,Semiurban,1
Female,No,1,Not Graduate,No,3050,1103,279,360,0.0,Urban,0
Male,No,0,Graduate,No,7653,0,139,360,1.0,Rural,1
Male,Yes,1,Graduate,No,5124,4360,43,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,2965,1121,45,360,1.0,Rural,1
Female,Yes,1,Not Graduate,No,3469,0,148,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3666,2841,225,360,0.0,Urban,0
Male,Yes,1,Graduate,No,3953,2893,50,360,0.0,Semiurban,0
